JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2454704.45486	4.0			Vis.	CAI		37	42	SA1997				V				DELTA CEP		STD				
2454704.5764	4.0			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454704.5799	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454704.646	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454704.7083	3.9			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454705.3331	4.2			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454705.33542	4.2			Vis.	GFT		42		SA1986				V				DELTA CEP		STD				
2454705.3924	3.9			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454705.6097	4.0			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454705.6125	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454705.656	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454705.6667	4.0			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454705.69514	3.9			Vis.	AAP	U	36	42	SA12/97	CLOUDS			V				DELTA CEP		STD				
2454706.23	3.9			Vis.	KAD		000		999999				V				DEL CEP		STD				
2454706.31736	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454706.34028	3.9			Vis.	TVM		34	42	080713				V				DEL CEP		STD				
2454706.36667	4.0			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454706.3750	3.7			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454706.5813	3.4			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454706.646	4.0			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454706.7296	3.7			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454706.73600	3.7			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454707.31528	3.7			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454707.31875	3.7			Vis.	TVM		34	42	080713				V				DEL CEP		STD				
2454707.3819	3.3			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454707.5771	3.5			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454707.67222	3.8			Vis.	GFT		36	40	SA1986				V				DELTA CEP		STD				
2454707.67693	3.4			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454707.70208	3.8			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454707.7417	3.8			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454707.7667	3.7			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454708.2917	3.5			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454708.3266	3.8			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454708.3799	3.4			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454708.4174	3.4			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454708.56319	3.9			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454708.5688	3.9			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454708.604	3.9			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454708.6424	3.9			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454708.67917	3.95			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454708.70972	3.7			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454708.71250	3.9			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454709.3114	3.8			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454709.354	4.1			Vis.	VVP		NA		NA				V				DELTA CEP		STD				
2454709.36111	3.95			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454709.37431	3.9			Vis.	VUG	B	36	42	12/97				V				DELTA CEP		STD				
2454709.3854	3.9			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454709.4736	4.1			Vis.	DPV		3.77	4.27	DPV2005				V				DELTA CEP		STD				
2454709.5729	3.8			Vis.	TDB		34	42	1025CZK				V				DELTA CEP		STD				
2454709.5799	3.9			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454709.5806	4.2			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454709.594	4.1			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454709.7063	3.9			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454709.78	4.0			Vis.	MBQ		34	42	080621				V				DEL CEP		STD				
2454709.8086	4.0			Vis.	MWM		34	42	080621				V				DELTA CEP		STD				
2454710.2931	4.0			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454710.3038	4.1			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454710.30972	3.9			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454710.32778	4.2			Vis.	GFT		42		SA1986				V				DELTA CEP		STD				
2454710.3611	3.5			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454710.4083	3.5			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454710.569	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454710.5722	4.0			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454710.6069	4.1			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454710.73056	4.0			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454710.7493	4.2			Vis.	BBA		4.2		A080704				V				DELTA CEP		STD				
2454711.31181	4.2			Vis.	GFT		42		SA1986				V				DELTA CEP		STD				
2454711.3271	3.8			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454711.33750	4.0			Vis.	VUG	BU	36	42	12/97				V				DELTA CEP		STD				
2454711.5597	4.3			Vis.	WSN		4.2	4.3	sa1297				V				DELTA CEP		STD				
2454711.5646	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454711.5729	4.1			Vis.	DPV		3.77	4.27	DPV2005				V				DELTA CEP		STD				
2454711.6285	3.9			Vis.	BBA	W	3.4	4.2	A080704				V				DELTA CEP		STD				
2454711.66793	3.9			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454711.69583	4.1			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454711.721	4.0			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454711.7417	3.8			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454712.31	3.5			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454712.3229	3.3			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454712.3250	3.5			Vis.	SYI	TO	"33,42"			DELTA CEP = 3.45 MAG	0		V				DEL CEP		STD				
2454712.34514	3.55			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454712.39514	3.7			Vis.	MGK	B	36	42	S/A/1297				V				DELTA CEP		STD				
2454712.5528	3.1			Vis.	HAV	S	34	42	080514	EXTRAPOLATION			V				DELTA CEP		STD				
2454712.5694	3.5			Vis.	WSN		3.6		sa1297				V				DELTA CEP		STD				
2454712.5854	3.2			Vis.	BBA		3.4		A080704				V				DELTA CEP		STD				
2454712.6785	3.4			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454712.68738	3.5			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454712.7417	3.6			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454712.771	3.6			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454713.32292	3.6			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454713.3236	3.6			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454713.3257	3.8			Vis.	SYI	TO	"33,42"			DELTA CEP = 3.76 MAG	0		V				DEL CEP		STD				
2454713.3431	3.7			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454713.35417	3.8			Vis.	VUG	BU	36	42	12/97				V				DELTA CEP		STD				
2454713.5590	3.4			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454713.5868	3.7			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454713.7417	3.7			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454713.7792	3.8			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454714.3299	3.9			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454714.3547	3.9			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454714.3583	4.0			Vis.	SYI	TO	"33,42"			DELTA CEP = 3.96 MAG	0		V				DEL CEP		STD				
2454714.4	3.9			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454714.5034	4.0			Vis.	SHS		36	42	sa1965				V				DEL CEP		STD				
2454714.5542	3.8			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454714.6556	3.9			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454714.68485	3.9			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454714.7639	4.1			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454715.30486	3.9			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454715.3160	3.8			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454715.4785	4.0			Vis.	SYI	TO	"33,42"			DELTA CEP = 4.03 MAG	0		V				DEL CEP		STD				
2454715.5785	4.0			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454715.6576	4.0			Vis.	BBA	U	3.4	4.2	A080704				V				DELTA CEP		STD				
2454715.7604	4.3			Vis.	WSN		4.2		sa1297				V				DELTA CEP		STD				
2454716.2913	4.1			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454716.309	4.1			Vis.	KJP		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454716.31042	4.1			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454716.32083	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454716.40278	4.0			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454716.40625	3.9			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454716.4729	4.2			Vis.	SYI	TO	42			DELTA CEP = 4.18 MAG	0		V				DEL CEP		STD				
2454716.5625	4.1			Vis.	SYI	TO	"33,42"			DELTA CEP = 4.07 MAG	0		V				DEL CEP		STD				
2454716.569	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454716.66574	4.0			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454717.2979	3.8			Vis.	BSR		3.6	4.2	SA1986				V				DELTA CEP		STD				
2454717.30465	4.0			Vis.	GFT		38	42	SA1986				V				DELTA CEP		STD				
2454717.3724	3.8			Vis.	SYI	TO	"33,42"			DELTA CEP = 3.76 MAG	0		V				DEL CEP		STD				
2454717.3736	3.8			Vis.	COV		36	42	S				V				DELTA CEP		STD				
2454717.54236	3.5			Vis.	MDP	B	34	42	1006je	MOON			V				DELTA CEP		STD				
2454717.5576	3.7			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454717.615	3.7			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454717.68472	3.5			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454717.68513	3.4			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454717.69097	3.75			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454718.30556	3.7			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454718.35417	3.8			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454718.42	3.8			Vis.	VPZ		36	43	970101				V				DEL CEP		STD				
2454718.6715	3.3			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454719.3340	3.3			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454719.3542	3.65			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454719.36806	3.75			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454719.3750	3.8			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454719.3771	3.9			Vis.	SYI	TO	"33,42"			DELTA CEP = 3.89 MAG	0		V				DEL CEP		STD				
2454719.3972	3.5			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454719.5646	3.9			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454719.61319	4.0			Vis.	MDP		34	42	1006je				V				DELTA CEP		STD				
2454719.6299	3.8			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454719.650	4.0			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454719.67153	4.05			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454720.35417	4.0			Vis.	KMO		36	42	S/A	"MOON PRESENT,SOME WIND"			V				DELTA CEP		STD				
2454720.367	4.0			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454720.5625	4.0			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454720.631	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454720.65903	3.9			Vis.	MDP	B	34	42	1006je	MOON			V				DELTA CEP		STD				
2454720.7604	4.1			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454721.35417	4.1			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454721.5145	4.4			Vis.	SHS		36	42	sa1965	45			V				DEL CEP		STD				
2454723.32396	3.65			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454723.67292	3.8			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454724.3403	4.1			Vis.	BVE		36	42	SA1997	na	0		V				DELTA CEP		STD				
2454724.37431	3.8			Vis.	TVM	B	34	42	080713				V				DEL CEP		STD				
2454725.30187	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454725.6069	3.8			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454725.64722	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454725.67986	3.9			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454726.3021	4.2			Vis.	CME		NA		NA				V				DELTA CEP		STD				
2454726.3924	3.8			Vis.	CME		NA		NA				V				DELTA CEP		STD				
2454726.5569	4.2			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454726.6528	4.1			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454726.667	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454726.66944	4.1			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454726.69236	4.15			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454727.5472	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454727.6438	4.2			Vis.	BBA	B	4.2		A080130				V				DELTA CEP		STD				
2454727.675	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454728.4	3.8			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454728.5403	3.5			Vis.	WSN		3.6		sa1297				V				DELTA CEP		STD				
2454728.542	3.7			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454728.5569	3.4			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454728.6715	3.6			Vis.	BBA	B	3.4	4.2	A080704				V				DELTA CEP		STD				
2454729.3472	3.9			Vis.	BVE		36	42	SA1997	na	0		V				DELTA CEP		STD				
2454729.39444	3.5			Vis.	RJG		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454729.39653	3.5			Vis.	CAI		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454729.4736	4.0			Vis.	SHS		36	42	sa1965				V				DEL CEP		STD				
2454729.5340	3.8			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454729.5389	3.5			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454729.646	3.8			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454729.69653	4.0			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454730.30852	3.9			Vis.	TVM		34	42	080713	NAKED EYE			V				DEL CEP		STD				
2454730.4	3.9			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454730.5319	3.9			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454730.6056	3.9			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454730.67847	4.1			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454730.6875	3.9			Vis.	BBA	UB	3.4	4.2	A070804				V				DELTA CEP		STD				
2454731.4	4.0			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454731.6146	4.0			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454731.656	4.1			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454731.6653	4.0			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454732.4	4.2			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454732.5306	3.9			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454732.5368	4.0			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454732.552	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454732.6444	4.1			Vis.	BBA		4.2		A080704				V				DELTA CEP		STD				
2454733.5507	3.9			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454733.5521	3.4			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454733.5743	3.5			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454733.633	3.7			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454733.708	3.6			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454733.71324	3.5			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454734.3750	3.7			Vis.	BVE		36	42	SA1997	na	0		V				DELTA CEP		STD				
2454734.542	3.8			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454734.5458	3.5			Vis.	WSN		3.6		sa1297				V				DELTA CEP		STD				
2454734.5486	3.4			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454734.70953	3.7			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454735.22917	3.9			Vis.	KMO		36	42	S/A	HUMIDITY AND THIN CLOUDS WERE PRESENT			V				DELTA CEP		STD				
2454735.3125	3.8			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454735.3431	3.4			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454735.3750	3.2			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454735.4	4.0			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454735.583	4.0			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454735.6188	3.8			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454736.2687	4.0			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454736.30833	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454736.3347	4.0			Vis.	BVE		36	42	SA1997	na	0		V				DELTA CEP		STD				
2454736.38958	3.9			Vis.	VUG	BU	36	42	12/97				V				DELTA CEP		STD				
2454736.4	4.0			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454736.44375	4.0			Vis.	RJG		37	42	SA1997				V				DELTA CEP		STD				
2454736.44444	3.9			Vis.	CAI		37	42	SA1997				V				DELTA CEP		STD				
2454736.5375	3.7			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454736.604	4.1			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454736.67188	4.15			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454736.69579	4.0			Vis.	LRD		33	42	080121	 chart questioned			V				DEL CEP		STD				
2454737.2634	4.2			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454737.26389	4.2			Vis.	SSW		42	43	080530				V				DELTA CEP		STD				
2454737.30069	4.2			Vis.	GFT		42		SA1986				V				DELTA CEP		STD				
2454737.3715	4.1			Vis.	BVE		36	42	SA1997	na	0		V				DELTA CEP		STD				
2454737.4	4.2			Vis.	SDF		NA		NA				V				DELTA CEP		STD				
2454737.557	4.2			Vis.	WI		42	43	a1997				V				DELTA CEP		STD				
2454737.5910	4.1			Vis.	BBA		4.2		A080704				V				DELTA CEP		STD				
2454737.70694	4.2			Vis.	GFT		42		SA1986				V				DELTA CEP		STD				
2454737.73495	3.8			Vis.	LRD		33	42	080121	 chart questioned			V				DEL CEP		STD				
2454738.2562	4.2			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454738.28819	3.95			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
2454738.2931	4.0			Vis.	MKW		"25,34,42"		J		0		V				DELTA CEP		STD				
2454738.29861	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454738.33333	4.0			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454738.38194	4.0			Vis.	VUG	BU	36	42	12/97				V				DELTA CEP		STD				
2454738.6354	3.8			Vis.	WSN		3.6	4.2	sa1297				V				DELTA CEP		STD				
2454738.68750	4.05			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454738.70655	3.4			Vis.	LRD		34	45	080121	 chart questioned			V				DEL CEP		STD				
2454738.72917	3.9			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454739.2708	3.3			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454739.28889	3.6			Vis.	GFT		36		SA1986				V				DELTA CEP		STD				
2454739.37500	3.9			Vis.	VUG	BU	36	42	12/97	CLOUDS NEARBY			V				DELTA CEP		STD				
2454739.38819	3.5			Vis.	RJG		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454739.38889	3.5			Vis.	CAI		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454739.5257	3.4			Vis.	HAV		34	42	080514				V				DELTA CEP		STD				
2454739.5313	3.4			Vis.	BBA	B	3.4		A080704				V				DELTA CEP		STD				
2454739.6181	3.4			Vis.	ILE		000		999999				V				DEL CEP		STD				
2454739.6458	3.5			Vis.	WSN		3.6		sa1297				V				DELTA CEP		STD				
2454739.71870	3.4			Vis.	LRD		33	42	080121	 chart questioned			V				DEL CEP		STD				
2454739.73542	3.8			Vis.	CAI		37	42	SA1997				V				DELTA CEP		STD				
2454740.38542	3.7			Vis.	RJG		37	42	SA1997				V				DELTA CEP		STD				
2454740.71516	3.5			Vis.	LRD		33	42	080121	 chart questioned			V				DEL CEP		STD				
2454741.37500	3.9			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454741.42153	3.8			Vis.	RJG		37	42	SA1997				V				DELTA CEP		STD				
2454741.42292	3.8			Vis.	CAI		37	42	SA1997				V				DELTA CEP		STD				
2454741.61944	3.9			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454741.6826	4.1			Vis.	BBA		3.4	4.2	A080704				V				DELTA CEP		STD				
2454741.73569	3.8			Vis.	LRD		33	42	080121	 chart questioned			V				DEL CEP		STD				
2454742.3744	4.1			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454742.37500	4.1			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454742.43750	4.0			Vis.	RJG		37	42	SA1997				V				DELTA CEP		STD				
2454742.43819	4.0			Vis.	CAI		37	42	SA1997				V				DELTA CEP		STD				
2454742.4701	4.4			Vis.	SHS		36	42	sa1965	45			V				DEL CEP		STD				
2454742.5174	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454742.597	4.1			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454742.6368	4.1			Vis.	BBA	U	3.4	4.2	A080704				V				DELTA CEP		STD				
2454742.70139	4.15			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454743.2778	3.8			Vis.	BSR		3.6	4.2	SA1965				V				DELTA CEP		STD				
2454743.3889	3.9			Vis.	COV		36	42	S				V				DELTA CEP		STD				
2454743.39583	4.0			Vis.	KMO		36	42	S/A	 chart questioned			V				DELTA CEP		STD				
2454743.3979	4.3			Vis.	CME		NA		NA				V				DELTA CEP		STD				
2454743.48472	4.2			Vis.	RJG		37	42	SA1997				V				DELTA CEP		STD				
2454743.48681	4.3			Vis.	CAI		42	44	SA1997				V				DELTA CEP		STD				
2454743.5222	4.2			Vis.	CGF		34	42	1005chc	 chart questioned			V				DELTA CEP		STD				
2454743.64306	4.0			Vis.	AAP		36	42	SA12/97	 chart questioned			V				DELTA CEP		STD				
2454743.6826	4.1			Vis.	BBA		4.2		A080704				V				DELTA CEP		STD				
2454743.70347	4.05			Vis.	GFT		36	42	SA1986	 chart questioned			V				DELTA CEP		STD				
2454744.28958	3.95			Vis.	GFT		36	42	SA1986	 chart questioned			V				DELTA CEP		STD				
2454744.40278	3.4			Vis.	RJG		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454744.40278	3.4			Vis.	CAI		34	37	SA1994 & SA1997				V				DELTA CEP		STD				
2454744.5153	3.7			Vis.	CGF		34	42	1005chc	 chart questioned			V				DELTA CEP		STD				
2454744.528	3.6			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454744.6590	3.4			Vis.	BBA		3.4		A080704				V				DELTA CEP		STD				
2454744.71285	3.75			Vis.	GFT		36	42	SA1986	 chart questioned			V				DELTA CEP		STD				
2454745.27639	3.65			Vis.	SSW		34	42	080530	 chart questioned			V				DELTA CEP		STD				
2454745.35417	3.7			Vis.	KMO		36	42	S/A	 chart questioned			V				DELTA CEP		STD				
2454745.3657	3.5			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454745.552	3.7			Vis.	WI		36	37	a1997				V				DELTA CEP		STD				
2454745.5924	3.9			Vis.	CGF		34	42	1005chc	 chart questioned			V				DELTA CEP		STD				
2454746.5285	3.9			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454746.68883	4.0			Vis.	LRD		33	42	080121				V				DEL CEP		STD				
2454747.27083	4.0			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454747.5174	4.1			Vis.	CGF		34	42	1005chc				V				DELTA CEP		STD				
2454748.35417	4.1			Vis.	KMO		36	42	S/A				V				DELTA CEP		STD				
2454748.37708	3.9			Vis.	VUG	B	36	42	12/97				V				DELTA CEP		STD				
2454748.5674	4.2			Vis.	BBA	B	4.2		A080704				V				DELTA CEP		STD				
2454748.600	4.1			Vis.	WI		37	42	a1997				V				DELTA CEP		STD				
2454748.62778	4.2			Vis.	AAP		36	42	SA12/97				V				DELTA CEP		STD				
2454748.71354	4.1			Vis.	GFT		36	42	SA1986				V				DELTA CEP		STD				
2454749.239	4.1			Vis.	DAT		3.4	4.2	SA 12/97				Z				DEL CEP	AAVSO	STD				
2454749.26389	3.9			Vis.	SSW		34	42	080530				V				DELTA CEP		STD				
